,U.S. National,20-City Composite,CA-San Francisco,CA-Los Angeles,WA-Seattle,CA-San Diego,NY-New York,IL-Chicago,TX-Dallas,MA-Boston,CO-Denver,AZ-Phoenix,FL-Miami,GA-Atlanta,10-City Composite,DC-Washington,NV-Las Vegas,FL-Tampa,OR-Portland,NC-Charlotte,MI-Detroit,MN-Minneapolis,OH-Cleveland
01-07-2023,306.451,313.0918696,344.6633424,411.4468703,365.2169498,410.1960542,287.493041,193.9431353,291.1052485,314.8494687,312.575425,316.3827207,413.490534,236.5675682,327.5137866,310.298703,274.1493104,375.8413131,321.7358113,263.1876571,176.256053,234.0516955,179.5575343
01-08-2023,308.83,315.8355879,347.2910854,416.4297701,370.5012627,416.8707377,290.2265491,194.668862,292.0686517,318.0227209,315.1492487,317.7584002,418.3830012,238.9311584,330.3977293,312.1655494,277.0357131,377.6009587,322.825392,266.1475215,178.0577898,234.9362792,179.807316
01-09-2023,310.894,318.1018113,350.6067397,419.2329903,373.0929125,420.2419662,292.8042024,195.959325,294.1878209,321.0188692,316.8445056,321.2458426,422.3093634,239.9387072,332.9261214,314.418403,280.860597,380.135304,323.3810925,267.7506496,180.3248133,235.3624363,181.5160548
01-10-2023,312.756,320.2088418,352.4788528,422.4157886,374.8133714,422.7220966,294.4895119,197.4207237,295.0727833,323.8838641,318.0732307,324.8122375,426.6087631,241.3479061,335.2308993,315.2544896,283.3039089,381.7661241,323.1265638,269.8050914,182.4948849,235.6721667,182.9455964
01-11-2023,313.632,321.1144581,351.0093319,424.8849673,372.1475598,424.7198383,295.4828706,198.2518242,295.4372674,324.6975516,316.918348,326.6663267,429.4906621,241.9561389,336.3608652,315.5283288,286.0406369,383.9526584,322.413522,271.8443776,182.7385242,235.556865,184.6331833
01-12-2023,314.443,322.2063031,350.771316,427.7249622,373.5090093,424.0667937,296.2182285,199.5846512,295.1160242,325.3314092,317.5123223,327.5899253,432.410881,243.1434591,337.6577144,316.2207713,288.2707964,385.1127091,322.0168983,273.3799764,182.8935738,235.5646137,184.6530305
01-01-2024,315.728,322.83833,351.7566081,428.3358666,373.4434084,431.8906409,296.4740939,199.960932,296.3630683,325.21991,315.875102,327.3109953,432.1293231,243.615354,338.6245433,319.3654828,289.7122061,385.7533429,321.9466237,274.7714145,182.9657304,235.9646758,184.4120234
01-02-2024,317.257,324.7868675,352.6118963,430.5320486,377.3006162,433.0004985,299.4743365,202.3169827,296.8713694,328.3496248,316.6021229,328.4826089,434.7212476,244.2210869,340.7480943,322.1310543,291.6767752,385.2628226,324.1024818,275.41569,183.3242347,237.094343,184.9953024
01-03-2024,318.217,325.8368775,352.8526727,432.5621177,377.1933601,434.5856669,302.2352147,203.8358678,296.6052662,330.0843297,314.4868183,327.4036132,436.490414,244.5494907,342.3291367,322.2993444,291.8083836,384.2195385,324.6618791,275.9004551,183.8029317,237.6848212,187.5491956
01-04-2024,319.048,327.0759441,353.9273035,434.5606938,377.5354315,434.9626862,304.6124294,205.3641651,296.5554685,332.0065195,314.4445228,326.5606971,437.3699937,245.9156436,343.902021,322.0584617,293.1250294,384.3033026,324.9616049,276.6973714,184.4466844,237.8572752,189.772431
